"location_name","joinpoint_model","aapc_index","start_obs","end_obs","aapc","aapc_c_i_low","aapc_c_i_high","statistically_significant_0_no_1_yes","test_statistic","p_value","p_value_label","legend","Year","Value","Label","Measure"
"Brazil",4,"1990.000-1999.000",1990,1999,-8.29,"-8.91","-7.66",1,-24.701,0,"***","1990~1999
-8.29(-8.91~-7.66)***","1990~1999","-8.29 (-8.91~-7.66)","Incidence","Rate"
"Brazil",4,"1999.000-2009.000",1999,2009,-12.73,"-13.55","-11.91",1,-28.406,0,"***","1999~2009
-12.73(-13.55~-11.91)***","1999~2009","-12.73 (-13.55~-11.91)","Incidence","Rate"
"Brazil",4,"2009.000-2019.000",2009,2019,15.64,"14.72","16.58",1,35.381,0,"***","2009~2019
15.64(14.72~16.58)***","2009~2019","15.64 (14.72~16.58)","Incidence","Rate"
"Brazil",4,"2019.000-2021.000",2019,2021,-51.36,"-54.85","-47.60",1,-20.329,0,"***","2019~2021
-51.36(-54.85~-47.60)***","2019~2021","-51.36 (-54.85~-47.60)","Incidence","Rate"
"Brazil",4,"1990.000-2019.000",1990,2019,-2.34,"-2.87","-1.81",1,-8.575,0,"***","1990~2019
-2.34(-2.87~-1.81)***","1990~2019","-2.34 (-2.87~-1.81)","Incidence","Rate"
"Brunei Darussalam",1,"Full Range",1990,2021,-19.23,"-21.21","-17.21",1,-16.931,0,"***","1990~2021
-19.23(-21.21~-17.21)***","1990~2021","-19.23 (-21.21~-17.21)","Incidence","Rate"
"Brunei Darussalam",1,"1990.000-1999.000",1990,1999,-1.8,"-2.40","-1.19",1,-6.055,0,"***","1990~1999
-1.80(-2.40~-1.19)***","1990~1999","-1.80 (-2.40~-1.19)","Incidence","Rate"
"Brunei Darussalam",1,"1999.000-2009.000",1999,2009,-1.8,"-2.40","-1.19",1,-6.055,0,"***","1999~2009
-1.80(-2.40~-1.19)***","1999~2009","-1.80 (-2.40~-1.19)","Incidence","Rate"
"Brunei Darussalam",1,"2009.000-2019.000",2009,2019,-1.8,"-2.40","-1.19",1,-6.055,0,"***","2009~2019
-1.80(-2.40~-1.19)***","2009~2019","-1.80 (-2.40~-1.19)","Incidence","Rate"
"Brunei Darussalam",1,"2019.000-2021.000",2019,2021,-95.25,"-96.79","-92.98",1,-15.986,0,"***","2019~2021
-95.25(-96.79~-92.98)***","2019~2021","-95.25 (-96.79~-92.98)","Incidence","Rate"
"Brunei Darussalam",1,"1990.000-2019.000",1990,2019,-1.8,"-2.40","-1.19",1,-6.055,0,"***","1990~2019
-1.80(-2.40~-1.19)***","1990~2019","-1.80 (-2.40~-1.19)","Incidence","Rate"
"Bulgaria",1,"Full Range",1990,2021,-9.25,"-11.04","-7.42",1,-9.512,0,"***","1990~2021
-9.25(-11.04~-7.42)***","1990~2021","-9.25 (-11.04~-7.42)","Incidence","Rate"
"Bulgaria",1,"1990.000-1999.000",1990,1999,2.69,"2.18","3.20",1,10.972,0,"***","1990~1999
2.69(2.18~3.20)***","1990~1999","2.69 (2.18~3.20)","Incidence","Rate"
"Bulgaria",1,"1999.000-2009.000",1999,2009,2.69,"2.18","3.20",1,10.972,0,"***","1999~2009
2.69(2.18~3.20)***","1999~2009","2.69 (2.18~3.20)","Incidence","Rate"
"Bulgaria",1,"2009.000-2019.000",2009,2019,2.69,"2.18","3.20",1,10.972,0,"***","2009~2019
2.69(2.18~3.20)***","2009~2019","2.69 (2.18~3.20)","Incidence","Rate"
"Bulgaria",1,"2019.000-2021.000",2019,2021,-84.88,"-88.98","-79.25",1,-12.253,0,"***","2019~2021
-84.88(-88.98~-79.25)***","2019~2021","-84.88 (-88.98~-79.25)","Incidence","Rate"
"Bulgaria",1,"1990.000-2019.000",1990,2019,2.69,"2.18","3.20",1,10.972,0,"***","1990~2019
2.69(2.18~3.20)***","1990~2019","2.69 (2.18~3.20)","Incidence","Rate"
"Burkina Faso",4,"Full Range",1990,2021,-7.38,"-7.67","-7.08",1,-47.401,0,"***","1990~2021
-7.38(-7.67~-7.08)***","1990~2021","-7.38 (-7.67~-7.08)","Incidence","Rate"
"Burkina Faso",4,"1990.000-1999.000",1990,1999,-0.07,"-0.36","0.22",0,-0.526,0.605,"","1990~1999
-0.07(-0.36~0.22)","1990~1999","-0.07 (-0.36~0.22)","Incidence","Rate"
"Burkina Faso",4,"1999.000-2009.000",1999,2009,-8.73,"-9.30","-8.16",1,-28.775,0,"***","1999~2009
-8.73(-9.30~-8.16)***","1999~2009","-8.73 (-9.30~-8.16)","Incidence","Rate"
"Burkina Faso",4,"2009.000-2019.000",2009,2019,-6.08,"-6.42","-5.74",1,-33.881,0,"***","2009~2019
-6.08(-6.42~-5.74)***","2009~2019","-6.08 (-6.42~-5.74)","Incidence","Rate"
"Burkina Faso",4,"2019.000-2021.000",2019,2021,-33.92,"-35.98","-31.79",1,-27.456,0,"***","2019~2021
-33.92(-35.98~-31.79)***","2019~2021","-33.92 (-35.98~-31.79)","Incidence","Rate"
"Burkina Faso",4,"1990.000-2019.000",1990,2019,-5.2,"-5.45","-4.94",1,-38.664,0,"***","1990~2019
-5.20(-5.45~-4.94)***","1990~2019","-5.20 (-5.45~-4.94)","Incidence","Rate"
"Burundi",3,"Full Range",1990,2021,-7.4,"-8.55","-6.24",1,-12.063,0,"***","1990~2021
-7.40(-8.55~-6.24)***","1990~2021","-7.40 (-8.55~-6.24)","Incidence","Rate"
"Burundi",3,"1990.000-1999.000",1990,1999,-1.25,"-1.81","-0.68",1,-4.563,0,"***","1990~1999
-1.25(-1.81~-0.68)***","1990~1999","-1.25 (-1.81~-0.68)","Incidence","Rate"
"Burundi",3,"1999.000-2009.000",1999,2009,-7.82,"-8.75","-6.88",1,-15.692,0,"***","1999~2009
-7.82(-8.75~-6.88)***","1999~2009","-7.82 (-8.75~-6.88)","Incidence","Rate"
"Burundi",3,"2009.000-2019.000",2009,2019,-8.31,"-10.05","-6.54",1,-8.888,0,"***","2009~2019
-8.31(-10.05~-6.54)***","2009~2019","-8.31 (-10.05~-6.54)","Incidence","Rate"
"Burundi",3,"2019.000-2021.000",2019,2021,-25.51,"-35.84","-13.51",1,-4.101,0.001,"**","2019~2021
-25.51(-35.84~-13.51)**","2019~2021","-25.51 (-35.84~-13.51)","Incidence","Rate"
"Burundi",3,"1990.000-2019.000",1990,2019,-6,"-6.86","-5.14",1,-13.221,0,"***","1990~2019
-6.00(-6.86~-5.14)***","1990~2019","-6.00 (-6.86~-5.14)","Incidence","Rate"
"Cabo Verde",5,"Full Range",1990,2021,-11.01,"-12.34","-9.65",1,-15.117,0,"***","1990~2021
-11.01(-12.34~-9.65)***","1990~2021","-11.01 (-12.34~-9.65)","Incidence","Rate"
"Cabo Verde",5,"1990.000-1999.000",1990,1999,-4.08,"-7.16","-0.89",1,-2.498,0.012,"*","1990~1999
-4.08(-7.16~-0.89)*","1990~1999","-4.08 (-7.16~-0.89)","Incidence","Rate"
"Cabo Verde",5,"1999.000-2009.000",1999,2009,-0.26,"-2.93","2.47",0,-0.192,0.848,"","1999~2009
-0.26(-2.93~2.47)","1999~2009","-0.26 (-2.93~2.47)","Incidence","Rate"
"Cabo Verde",5,"2009.000-2019.000",2009,2019,-20.34,"-21.48","-19.19",1,-30.969,0,"***","2009~2019
-20.34(-21.48~-19.19)***","2009~2019","-20.34 (-21.48~-19.19)","Incidence","Rate"
"Cabo Verde",5,"2019.000-2021.000",2019,2021,-37.45,"-40.26","-34.52",1,-21.779,0,"***","2019~2021
-37.45(-40.26~-34.52)***","2019~2021","-37.45 (-40.26~-34.52)","Incidence","Rate"
"Cabo Verde",5,"1990.000-2019.000",1990,2019,-8.81,"-10.20","-7.40",1,-11.78,0,"***","1990~2019
-8.81(-10.20~-7.40)***","1990~2019","-8.81 (-10.20~-7.40)","Incidence","Rate"
"Cambodia",1,"Full Range",1990,2021,-16.75,"-18.31","-15.15",1,-18.942,0,"***","1990~2021
-16.75(-18.31~-15.15)***","1990~2021","-16.75 (-18.31~-15.15)","Incidence","Rate"
"Cambodia",1,"1990.000-1999.000",1990,1999,-5.08,"-5.53","-4.64",1,-22.733,0,"***","1990~1999
-5.08(-5.53~-4.64)***","1990~1999","-5.08 (-5.53~-4.64)","Incidence","Rate"
"Cambodia",1,"1999.000-2009.000",1999,2009,-5.08,"-5.53","-4.64",1,-22.733,0,"***","1999~2009
-5.08(-5.53~-4.64)***","1999~2009","-5.08 (-5.53~-4.64)","Incidence","Rate"
"Cambodia",1,"2009.000-2019.000",2009,2019,-5.08,"-5.53","-4.64",1,-22.733,0,"***","2009~2019
-5.08(-5.53~-4.64)***","2009~2019","-5.08 (-5.53~-4.64)","Incidence","Rate"
"Cambodia",1,"2019.000-2021.000",2019,2021,-87.56,"-90.79","-83.21",1,-14.253,0,"***","2019~2021
-87.56(-90.79~-83.21)***","2019~2021","-87.56 (-90.79~-83.21)","Incidence","Rate"
"Cambodia",1,"1990.000-2019.000",1990,2019,-5.08,"-5.53","-4.64",1,-22.733,0,"***","1990~2019
-5.08(-5.53~-4.64)***","1990~2019","-5.08 (-5.53~-4.64)","Incidence","Rate"
"Cameroon",2,"Full Range",1990,2021,-4.99,"-5.76","-4.22",1,-12.371,0,"***","1990~2021
-4.99(-5.76~-4.22)***","1990~2021","-4.99 (-5.76~-4.22)","Incidence","Rate"
"Cameroon",2,"1990.000-1999.000",1990,1999,-3.12,"-3.43","-2.81",1,-20.663,0,"***","1990~1999
-3.12(-3.43~-2.81)***","1990~1999","-3.12 (-3.43~-2.81)","Incidence","Rate"
"Cameroon",2,"1999.000-2009.000",1999,2009,-3.12,"-3.43","-2.81",1,-20.663,0,"***","1999~2009
-3.12(-3.43~-2.81)***","1999~2009","-3.12 (-3.43~-2.81)","Incidence","Rate"
"Cameroon",2,"2009.000-2019.000",2009,2019,0.51,"-0.57","1.60",0,0.926,0.354,"","2009~2019
0.51(-0.57~1.60)","2009~2019","0.51 (-0.57~1.60)","Incidence","Rate"
"Cameroon",2,"2019.000-2021.000",2019,2021,-40.45,"-46.95","-33.16",1,-9.265,0,"***","2019~2021
-40.45(-46.95~-33.16)***","2019~2021","-40.45 (-46.95~-33.16)","Incidence","Rate"
"Cameroon",2,"1990.000-2019.000",1990,2019,-1.88,"-2.30","-1.47",1,-8.762,0,"***","1990~2019
-1.88(-2.30~-1.47)***","1990~2019","-1.88 (-2.30~-1.47)","Incidence","Rate"
"Canada",3,"Full Range",1990,2021,-8.22,"-11.74","-4.56",1,-4.299,0,"***","1990~2021
-8.22(-11.74~-4.56)***","1990~2021","-8.22 (-11.74~-4.56)","Incidence","Rate"
"Canada",3,"1990.000-1999.000",1990,1999,0.24,"-3.92","4.58",0,0.116,0.908,"","1990~1999
0.24(-3.92~4.58)","1990~1999","0.24 (-3.92~4.58)","Incidence","Rate"
"Canada",3,"1999.000-2009.000",1999,2009,-5.02,"-11.44","1.87",0,-1.441,0.149,"","1999~2009
-5.02(-11.44~1.87)","1999~2009","-5.02 (-11.44~1.87)","Incidence","Rate"
"Canada",3,"2009.000-2019.000",2009,2019,6.5,"4.20","8.84",1,6.01,0,"***","2009~2019
6.50(4.20~8.84)***","2009~2019","6.50 (4.20~8.84)","Incidence","Rate"
"Canada",3,"2019.000-2021.000",2019,2021,-75.29,"-84.47","-60.68",1,-6.257,0,"***","2019~2021
-75.29(-84.47~-60.68)***","2019~2021","-75.29 (-84.47~-60.68)","Incidence","Rate"
"Canada",3,"1990.000-2019.000",1990,2019,0.47,"-2.39","3.42",0,0.318,0.751,"","1990~2019
0.47(-2.39~3.42)","1990~2019","0.47 (-2.39~3.42)","Incidence","Rate"
"Central African Republic",5,"Full Range",1990,2021,-0.88,"-1.63","-0.11",1,-2.251,0.024,"*","1990~2021
-0.88(-1.63~-0.11)*","1990~2021","-0.88 (-1.63~-0.11)","Incidence","Rate"
"Central African Republic",5,"1990.000-1999.000",1990,1999,1.4,"0.17","2.65",1,2.23,0.026,"*","1990~1999
1.40(0.17~2.65)*","1990~1999","1.40 (0.17~2.65)","Incidence","Rate"
"Central African Republic",5,"1999.000-2009.000",1999,2009,-0.15,"-0.54","0.24",0,-0.743,0.457,"","1999~2009
-0.15(-0.54~0.24)","1999~2009","-0.15 (-0.54~0.24)","Incidence","Rate"
"Central African Republic",5,"2009.000-2019.000",2009,2019,0.32,"-1.42","2.09",0,0.357,0.721,"","2009~2019
0.32(-1.42~2.09)","2009~2019","0.32 (-1.42~2.09)","Incidence","Rate"
"Central African Republic",5,"2019.000-2021.000",2019,2021,-18.73,"-23.16","-14.06",1,-7.904,0,"***","2019~2021
-18.73(-23.16~-14.06)***","2019~2021","-18.73 (-23.16~-14.06)","Incidence","Rate"
"Central African Republic",5,"1990.000-2019.000",1990,2019,0.49,"-0.25","1.24",0,1.303,0.193,"","1990~2019
0.49(-0.25~1.24)","1990~2019","0.49 (-0.25~1.24)","Incidence","Rate"
"Chad",2,"Full Range",1990,2021,-3.39,"-3.61","-3.16",1,-28.663,0,"***","1990~2021
-3.39(-3.61~-3.16)***","1990~2021","-3.39 (-3.61~-3.16)","Incidence","Rate"
"Chad",2,"1990.000-1999.000",1990,1999,-0.21,"-0.30","-0.12",1,-4.687,0,"***","1990~1999
-0.21(-0.30~-0.12)***","1990~1999","-0.21 (-0.30~-0.12)","Incidence","Rate"
"Chad",2,"1999.000-2009.000",1999,2009,-0.21,"-0.30","-0.12",1,-4.687,0,"***","1999~2009
-0.21(-0.30~-0.12)***","1999~2009","-0.21 (-0.30~-0.12)","Incidence","Rate"
"Chad",2,"2009.000-2019.000",2009,2019,-1.83,"-2.14","-1.53",1,-11.606,0,"***","2009~2019
-1.83(-2.14~-1.53)***","2009~2019","-1.83 (-2.14~-1.53)","Incidence","Rate"
"Chad",2,"2019.000-2021.000",2019,2021,-34.4,"-36.56","-32.17",1,-25.963,0,"***","2019~2021
-34.40(-36.56~-32.17)***","2019~2021","-34.40 (-36.56~-32.17)","Incidence","Rate"
"Chad",2,"1990.000-2019.000",1990,2019,-0.77,"-0.90","-0.65",1,-12.308,0,"***","1990~2019
-0.77(-0.90~-0.65)***","1990~2019","-0.77 (-0.90~-0.65)","Incidence","Rate"
"Chile",1,"Full Range",1990,2021,-12.95,"-14.40","-11.48",1,-16.237,0,"***","1990~2021
-12.95(-14.40~-11.48)***","1990~2021","-12.95 (-14.40~-11.48)","Incidence","Rate"
"Chile",1,"1990.000-1999.000",1990,1999,-1.64,"-2.05","-1.23",1,-8.161,0,"***","1990~1999
-1.64(-2.05~-1.23)***","1990~1999","-1.64 (-2.05~-1.23)","Incidence","Rate"
"Chile",1,"1999.000-2009.000",1999,2009,-1.64,"-2.05","-1.23",1,-8.161,0,"***","1999~2009
-1.64(-2.05~-1.23)***","1999~2009","-1.64 (-2.05~-1.23)","Incidence","Rate"
"Chile",1,"2009.000-2019.000",2009,2019,-1.64,"-2.05","-1.23",1,-8.161,0,"***","2009~2019
-1.64(-2.05~-1.23)***","2009~2019","-1.64 (-2.05~-1.23)","Incidence","Rate"
"Chile",1,"2019.000-2021.000",2019,2021,-85.19,"-88.64","-80.70",1,-14.795,0,"***","2019~2021
-85.19(-88.64~-80.70)***","2019~2021","-85.19 (-88.64~-80.70)","Incidence","Rate"
"Chile",1,"1990.000-2019.000",1990,2019,-1.64,"-2.05","-1.23",1,-8.161,0,"***","1990~2019
-1.64(-2.05~-1.23)***","1990~2019","-1.64 (-2.05~-1.23)","Incidence","Rate"
"China",5,"Full Range",1990,2021,-8.55,"-9.68","-7.41",1,-14.102,0,"***","1990~2021
-8.55(-9.68~-7.41)***","1990~2021","-8.55 (-9.68~-7.41)","Incidence","Rate"
"China",5,"1990.000-1999.000",1990,1999,-4.39,"-5.52","-3.25",1,-7.435,0,"***","1990~1999
-4.39(-5.52~-3.25)***","1990~1999","-4.39 (-5.52~-3.25)","Incidence","Rate"
"China",5,"1999.000-2009.000",1999,2009,-2.28,"-3.36","-1.20",1,-4.101,0,"***","1999~2009
-2.28(-3.36~-1.20)***","1999~2009","-2.28 (-3.36~-1.20)","Incidence","Rate"
"China",5,"2009.000-2019.000",2009,2019,-4.5,"-7.26","-1.67",1,-3.09,0.002,"**","2009~2019
-4.50(-7.26~-1.67)**","2009~2019","-4.50 (-7.26~-1.67)","Incidence","Rate"
"China",5,"2019.000-2021.000",2019,2021,-56.7,"-60.69","-52.31",1,-18.483,0,"***","2019~2021
-56.70(-60.69~-52.31)***","2019~2021","-56.70 (-60.69~-52.31)","Incidence","Rate"
"China",5,"1990.000-2019.000",1990,2019,-3.71,"-4.84","-2.57",1,-6.288,0,"***","1990~2019
-3.71(-4.84~-2.57)***","1990~2019","-3.71 (-4.84~-2.57)","Incidence","Rate"
"Colombia",3,"Full Range",1990,2021,-7.98,"-8.51","-7.45",1,-28.314,0,"***","1990~2021
-7.98(-8.51~-7.45)***","1990~2021","-7.98 (-8.51~-7.45)","Incidence","Rate"
"Colombia",3,"1990.000-1999.000",1990,1999,1.8,"1.37","2.25",1,8.625,0,"***","1990~1999
1.80(1.37~2.25)***","1990~1999","1.80 (1.37~2.25)","Incidence","Rate"
"Colombia",3,"1999.000-2009.000",1999,2009,-3.76,"-4.55","-2.96",1,-9.129,0,"***","1999~2009
-3.76(-4.55~-2.96)***","1999~2009","-3.76 (-4.55~-2.96)","Incidence","Rate"
"Colombia",3,"2009.000-2019.000",2009,2019,-1.26,"-1.91","-0.60",1,-3.949,0.001,"**","2009~2019
-1.26(-1.91~-0.60)**","2009~2019","-1.26 (-1.91~-0.60)","Incidence","Rate"
"Colombia",3,"2019.000-2021.000",2019,2021,-67.2,"-69.51","-64.72",1,-31.777,0,"***","2019~2021
-67.20(-69.51~-64.72)***","2019~2021","-67.20 (-69.51~-64.72)","Incidence","Rate"
"Colombia",3,"1990.000-2019.000",1990,2019,-1.2,"-1.58","-0.81",1,-6.006,0,"***","1990~2019
-1.20(-1.58~-0.81)***","1990~2019","-1.20 (-1.58~-0.81)","Incidence","Rate"
"Comoros",1,"Full Range",1990,2021,-4.57,"-6.05","-3.06",1,-5.861,0,"***","1990~2021
-4.57(-6.05~-3.06)***","1990~2021","-4.57 (-6.05~-3.06)","Incidence","Rate"
"Comoros",1,"1990.000-1999.000",1990,1999,-1.2,"-1.72","-0.67",1,-4.619,0,"***","1990~1999
-1.20(-1.72~-0.67)***","1990~1999","-1.20 (-1.72~-0.67)","Incidence","Rate"
"Comoros",1,"1999.000-2009.000",1999,2009,-1.2,"-1.72","-0.67",1,-4.619,0,"***","1999~2009
-1.20(-1.72~-0.67)***","1999~2009","-1.20 (-1.72~-0.67)","Incidence","Rate"
"Comoros",1,"2009.000-2019.000",2009,2019,-4.68,"-6.20","-3.13",1,-5.83,0,"***","2009~2019
-4.68(-6.20~-3.13)***","2009~2019","-4.68 (-6.20~-3.13)","Incidence","Rate"
"Comoros",1,"2019.000-2021.000",2019,2021,-30.98,"-41.28","-18.88",1,-4.708,0,"***","2019~2021
-30.98(-41.28~-18.88)***","2019~2021","-30.98 (-41.28~-18.88)","Incidence","Rate"
"Comoros",1,"1990.000-2019.000",1990,2019,-2.41,"-3.12","-1.70",1,-6.593,0,"***","1990~2019
-2.41(-3.12~-1.70)***","1990~2019","-2.41 (-3.12~-1.70)","Incidence","Rate"
"Congo",4,"Full Range",1990,2021,0.03,"-0.60","0.66",0,0.091,0.927,"","1990~2021
0.03(-0.60~0.66)","1990~2021","0.03 (-0.60~0.66)","Incidence","Rate"
"Congo",4,"1990.000-1999.000",1990,1999,5.93,"4.66","7.21",1,9.376,0,"***","1990~1999
5.93(4.66~7.21)***","1990~1999","5.93 (4.66~7.21)","Incidence","Rate"
"Congo",4,"1999.000-2009.000",1999,2009,-3.68,"-4.35","-3.00",1,-10.461,0,"***","1999~2009
-3.68(-4.35~-3.00)***","1999~2009","-3.68 (-4.35~-3.00)","Incidence","Rate"
"Congo",4,"2009.000-2019.000",2009,2019,1.74,"1.11","2.38",1,5.817,0,"***","2009~2019
1.74(1.11~2.38)***","2009~2019","1.74 (1.11~2.38)","Incidence","Rate"
"Congo",4,"2019.000-2021.000",2019,2021,-14.24,"-19.91","-8.18",1,-4.725,0,"***","2019~2021
-14.24(-19.91~-8.18)***","2019~2021","-14.24 (-19.91~-8.18)","Incidence","Rate"
"Congo",4,"1990.000-2019.000",1990,2019,1.1,"0.58","1.61",1,4.199,0,"***","1990~2019
1.10(0.58~1.61)***","1990~2019","1.10 (0.58~1.61)","Incidence","Rate"
"Cook Islands",1,"Full Range",1990,2021,-12.92,"-15.24","-10.54",1,-10.063,0,"***","1990~2021
-12.92(-15.24~-10.54)***","1990~2021","-12.92 (-15.24~-10.54)","Incidence","Rate"
"Cook Islands",1,"1990.000-1999.000",1990,1999,-4.18,"-4.82","-3.54",1,-13.099,0,"***","1990~1999
-4.18(-4.82~-3.54)***","1990~1999","-4.18 (-4.82~-3.54)","Incidence","Rate"
"Cook Islands",1,"1999.000-2009.000",1999,2009,-4.18,"-4.82","-3.54",1,-13.099,0,"***","1999~2009
-4.18(-4.82~-3.54)***","1999~2009","-4.18 (-4.82~-3.54)","Incidence","Rate"
"Cook Islands",1,"2009.000-2019.000",2009,2019,-4.18,"-4.82","-3.54",1,-13.099,0,"***","2009~2019
-4.18(-4.82~-3.54)***","2009~2019","-4.18 (-4.82~-3.54)","Incidence","Rate"
"Cook Islands",1,"2019.000-2021.000",2019,2021,-78.24,"-85.79","-66.67",1,-7.34,0,"***","2019~2021
-78.24(-85.79~-66.67)***","2019~2021","-78.24 (-85.79~-66.67)","Incidence","Rate"
"Cook Islands",1,"1990.000-2019.000",1990,2019,-4.18,"-4.82","-3.54",1,-13.099,0,"***","1990~2019
-4.18(-4.82~-3.54)***","1990~2019","-4.18 (-4.82~-3.54)","Incidence","Rate"
"Costa Rica",5,"Full Range",1990,2021,-15.53,"-15.98","-15.08",1,-62.547,0,"***","1990~2021
-15.53(-15.98~-15.08)***","1990~2021","-15.53 (-15.98~-15.08)","Incidence","Rate"
"Costa Rica",5,"1990.000-1999.000",1990,1999,1.01,"0.70","1.32",1,6.969,0,"***","1990~1999
1.01(0.70~1.32)***","1990~1999","1.01 (0.70~1.32)","Incidence","Rate"
"Costa Rica",5,"1999.000-2009.000",1999,2009,-2.34,"-2.98","-1.69",1,-7.03,0,"***","1999~2009
-2.34(-2.98~-1.69)***","1999~2009","-2.34 (-2.98~-1.69)","Incidence","Rate"
"Costa Rica",5,"2009.000-2019.000",2009,2019,-9.34,"-10.46","-8.21",1,-15.484,0,"***","2009~2019
-9.34(-10.46~-8.21)***","2009~2019","-9.34 (-10.46~-8.21)","Incidence","Rate"
"Costa Rica",5,"2019.000-2021.000",2019,2021,-87.16,"-87.66","-86.65",1,-110.84,0,"***","2019~2021
-87.16(-87.66~-86.65)***","2019~2021","-87.16 (-87.66~-86.65)","Incidence","Rate"
"Costa Rica",5,"1990.000-2019.000",1990,2019,-3.81,"-4.30","-3.32",1,-15.026,0,"***","1990~2019
-3.81(-4.30~-3.32)***","1990~2019","-3.81 (-4.30~-3.32)","Incidence","Rate"
"Croatia",1,"Full Range",1990,2021,-12.53,"-15.90","-9.02",1,-6.679,0,"***","1990~2021
-12.53(-15.90~-9.02)***","1990~2021","-12.53 (-15.90~-9.02)","Incidence","Rate"
"Croatia",1,"1990.000-1999.000",1990,1999,-3.45,"-4.38","-2.50",1,-7.379,0,"***","1990~1999
-3.45(-4.38~-2.50)***","1990~1999","-3.45 (-4.38~-2.50)","Incidence","Rate"
"Croatia",1,"1999.000-2009.000",1999,2009,-3.45,"-4.38","-2.50",1,-7.379,0,"***","1999~2009
-3.45(-4.38~-2.50)***","1999~2009","-3.45 (-4.38~-2.50)","Incidence","Rate"
"Croatia",1,"2009.000-2019.000",2009,2019,-3.45,"-4.38","-2.50",1,-7.379,0,"***","2009~2019
-3.45(-4.38~-2.50)***","2009~2019","-3.45 (-4.38~-2.50)","Incidence","Rate"
"Croatia",1,"2019.000-2021.000",2019,2021,-79.11,"-88.78","-61.12",1,-5.17,0,"***","2019~2021
-79.11(-88.78~-61.12)***","2019~2021","-79.11 (-88.78~-61.12)","Incidence","Rate"
"Croatia",1,"1990.000-2019.000",1990,2019,-3.45,"-4.38","-2.50",1,-7.379,0,"***","1990~2019
-3.45(-4.38~-2.50)***","1990~2019","-3.45 (-4.38~-2.50)","Incidence","Rate"
"Cuba",1,"Full Range",1990,2021,-15.65,"-18.95","-12.21",1,-8.351,0,"***","1990~2021
-15.65(-18.95~-12.21)***","1990~2021","-15.65 (-18.95~-12.21)","Incidence","Rate"
"Cuba",1,"1990.000-1999.000",1990,1999,-1.58,"-2.55","-0.60",1,-3.298,0.003,"**","1990~1999
-1.58(-2.55~-0.60)**","1990~1999","-1.58 (-2.55~-0.60)","Incidence","Rate"
"Cuba",1,"1999.000-2009.000",1999,2009,-1.58,"-2.55","-0.60",1,-3.298,0.003,"**","1999~2009
-1.58(-2.55~-0.60)**","1999~2009","-1.58 (-2.55~-0.60)","Incidence","Rate"
"Cuba",1,"2009.000-2019.000",2009,2019,-1.58,"-2.55","-0.60",1,-3.298,0.003,"**","2009~2019
-1.58(-2.55~-0.60)**","2009~2019","-1.58 (-2.55~-0.60)","Incidence","Rate"
"Cuba",1,"2019.000-2021.000",2019,2021,-90.99,"-95.21","-83.05",1,-7.814,0,"***","2019~2021
-90.99(-95.21~-83.05)***","2019~2021","-90.99 (-95.21~-83.05)","Incidence","Rate"
"Cuba",1,"1990.000-2019.000",1990,2019,-1.58,"-2.55","-0.60",1,-3.298,0.003,"**","1990~2019
-1.58(-2.55~-0.60)**","1990~2019","-1.58 (-2.55~-0.60)","Incidence","Rate"
"Cyprus",3,"Full Range",1990,2021,-10.89,"-11.70","-10.07",1,-24.723,0,"***","1990~2021
-10.89(-11.70~-10.07)***","1990~2021","-10.89 (-11.70~-10.07)","Incidence","Rate"
"Cyprus",3,"1990.000-1999.000",1990,1999,-15.47,"-16.23","-14.70",1,-38.557,0,"***","1990~1999
-15.47(-16.23~-14.70)***","1990~1999","-15.47 (-16.23~-14.70)","Incidence","Rate"
"Cyprus",3,"1999.000-2009.000",1999,2009,-4.51,"-5.15","-3.86",1,-13.462,0,"***","1999~2009
-4.51(-5.15~-3.86)***","1999~2009","-4.51 (-5.15~-3.86)","Incidence","Rate"
"Cyprus",3,"2009.000-2019.000",2009,2019,14.08,"12.59","15.59",1,19.597,0,"***","2009~2019
14.08(12.59~15.59)***","2009~2019","14.08 (12.59~15.59)","Incidence","Rate"
"Cyprus",3,"2019.000-2021.000",2019,2021,-76.73,"-79.29","-73.86",1,-26.04,0,"***","2019~2021
-76.73(-79.29~-73.86)***","2019~2021","-76.73 (-79.29~-73.86)","Incidence","Rate"
"Cyprus",3,"1990.000-2019.000",1990,2019,-2.24,"-2.84","-1.63",1,-7.189,0,"***","1990~2019
-2.24(-2.84~-1.63)***","1990~2019","-2.24 (-2.84~-1.63)","Incidence","Rate"
"Czechia",1,"Full Range",1990,2021,-9.98,"-12.48","-7.40",1,-7.294,0,"***","1990~2021
-9.98(-12.48~-7.40)***","1990~2021","-9.98 (-12.48~-7.40)","Incidence","Rate"
"Czechia",1,"1990.000-1999.000",1990,1999,-0.58,"-1.27","0.12",0,-1.703,0.1,"","1990~1999
-0.58(-1.27~0.12)","1990~1999","-0.58 (-1.27~0.12)","Incidence","Rate"
"Czechia",1,"1999.000-2009.000",1999,2009,-0.58,"-1.27","0.12",0,-1.703,0.1,"","1999~2009
-0.58(-1.27~0.12)","1999~2009","-0.58 (-1.27~0.12)","Incidence","Rate"
"Czechia",1,"2009.000-2019.000",2009,2019,-0.58,"-1.27","0.12",0,-1.703,0.1,"","2009~2019
-0.58(-1.27~0.12)","2009~2019","-0.58 (-1.27~0.12)","Incidence","Rate"
