"location_name","joinpoint_model","aapc_index","start_obs","end_obs","aapc","aapc_c_i_low","aapc_c_i_high","statistically_significant_0_no_1_yes","test_statistic","p_value","p_value_label","legend","Year","Value","Label","Measure"
"Ghana",4,"1990.000-1999.000",1990,1999,-3.01,"-3.18","-2.84",1,-34.033,0,"***","1990~1999
-3.01(-3.18~-2.84)***","1990~1999","-3.01 (-3.18~-2.84)","Incidence","Number"
"Ghana",4,"1999.000-2009.000",1999,2009,-1.27,"-1.34","-1.21",1,-38.378,0,"***","1999~2009
-1.27(-1.34~-1.21)***","1999~2009","-1.27 (-1.34~-1.21)","Incidence","Number"
"Ghana",4,"2009.000-2019.000",2009,2019,0.66,"0.19","1.12",1,2.788,0.005,"**","2009~2019
0.66(0.19~1.12)**","2009~2019","0.66 (0.19~1.12)","Incidence","Number"
"Ghana",4,"2019.000-2021.000",2019,2021,-40.11,"-41.00","-39.21",1,-71.918,0,"***","2019~2021
-40.11(-41.00~-39.21)***","2019~2021","-40.11 (-41.00~-39.21)","Incidence","Number"
"Ghana",4,"1990.000-2019.000",1990,2019,-1.16,"-1.33","-0.99",1,-13.386,0,"***","1990~2019
-1.16(-1.33~-0.99)***","1990~2019","-1.16 (-1.33~-0.99)","Incidence","Number"
"Greece",1,"Full Range",1990,2021,-25.01,"-28.58","-21.25",1,-11.543,0,"***","1990~2021
-25.01(-28.58~-21.25)***","1990~2021","-25.01 (-28.58~-21.25)","Incidence","Number"
"Greece",1,"1990.000-1999.000",1990,1999,-13.19,"-14.23","-12.13",1,-23.917,0,"***","1990~1999
-13.19(-14.23~-12.13)***","1990~1999","-13.19 (-14.23~-12.13)","Incidence","Number"
"Greece",1,"1999.000-2009.000",1999,2009,-13.19,"-14.23","-12.13",1,-23.917,0,"***","1999~2009
-13.19(-14.23~-12.13)***","1999~2009","-13.19 (-14.23~-12.13)","Incidence","Number"
"Greece",1,"2009.000-2019.000",2009,2019,-13.19,"-14.23","-12.13",1,-23.917,0,"***","2009~2019
-13.19(-14.23~-12.13)***","2009~2019","-13.19 (-14.23~-12.13)","Incidence","Number"
"Greece",1,"2019.000-2021.000",2019,2021,-91.02,"-95.85","-80.54",1,-6.396,0,"***","2019~2021
-91.02(-95.85~-80.54)***","2019~2021","-91.02 (-95.85~-80.54)","Incidence","Number"
"Greece",1,"1990.000-2019.000",1990,2019,-13.19,"-14.23","-12.13",1,-23.917,0,"***","1990~2019
-13.19(-14.23~-12.13)***","1990~2019","-13.19 (-14.23~-12.13)","Incidence","Number"
"Greenland",3,"Full Range",1990,2021,-8.87,"-11.27","-6.40",1,-6.823,0,"***","1990~2021
-8.87(-11.27~-6.40)***","1990~2021","-8.87 (-11.27~-6.40)","Incidence","Number"
"Greenland",3,"1990.000-1999.000",1990,1999,-4.86,"-6.33","-3.36",1,-6.648,0,"***","1990~1999
-4.86(-6.33~-3.36)***","1990~1999","-4.86 (-6.33~-3.36)","Incidence","Number"
"Greenland",3,"1999.000-2009.000",1999,2009,0.84,"-1.89","3.65",0,0.597,0.55,"","1999~2009
0.84(-1.89~3.65)","1999~2009","0.84 (-1.89~3.65)","Incidence","Number"
"Greenland",3,"2009.000-2019.000",2009,2019,-2.75,"-6.10","0.72",0,-1.557,0.12,"","2009~2019
-2.75(-6.10~0.72)","2009~2019","-2.75 (-6.10~0.72)","Incidence","Number"
"Greenland",3,"2019.000-2021.000",2019,2021,-67.29,"-76.54","-54.41",1,-6.996,0,"***","2019~2021
-67.29(-76.54~-54.41)***","2019~2021","-67.29 (-76.54~-54.41)","Incidence","Number"
"Greenland",3,"1990.000-2019.000",1990,2019,-2.19,"-4.00","-0.36",1,-2.335,0.02,"*","1990~2019
-2.19(-4.00~-0.36)*","1990~2019","-2.19 (-4.00~-0.36)","Incidence","Number"
"Grenada",1,"Full Range",1990,2021,-13.37,"-15.37","-11.31",1,-11.991,0,"***","1990~2021
-13.37(-15.37~-11.31)***","1990~2021","-13.37 (-15.37~-11.31)","Incidence","Number"
"Grenada",1,"1990.000-1999.000",1990,1999,-0.71,"-1.28","-0.13",1,-2.504,0.019,"*","1990~1999
-0.71(-1.28~-0.13)*","1990~1999","-0.71 (-1.28~-0.13)","Incidence","Number"
"Grenada",1,"1999.000-2009.000",1999,2009,-0.71,"-1.28","-0.13",1,-2.504,0.019,"*","1999~2009
-0.71(-1.28~-0.13)*","1999~2009","-0.71 (-1.28~-0.13)","Incidence","Number"
"Grenada",1,"2009.000-2019.000",2009,2019,-0.71,"-1.28","-0.13",1,-2.504,0.019,"*","2009~2019
-0.71(-1.28~-0.13)*","2009~2019","-0.71 (-1.28~-0.13)","Incidence","Number"
"Grenada",1,"2019.000-2021.000",2019,2021,-88.01,"-91.72","-82.62",1,-11.728,0,"***","2019~2021
-88.01(-91.72~-82.62)***","2019~2021","-88.01 (-91.72~-82.62)","Incidence","Number"
"Grenada",1,"1990.000-2019.000",1990,2019,-0.71,"-1.28","-0.13",1,-2.504,0.019,"*","1990~2019
-0.71(-1.28~-0.13)*","1990~2019","-0.71 (-1.28~-0.13)","Incidence","Number"
"Guam",1,"Full Range",1990,2021,-9.82,"-11.66","-7.94",1,-9.827,0,"***","1990~2021
-9.82(-11.66~-7.94)***","1990~2021","-9.82 (-11.66~-7.94)","Incidence","Number"
"Guam",1,"1990.000-1999.000",1990,1999,-1.46,"-1.96","-0.95",1,-5.889,0,"***","1990~1999
-1.46(-1.96~-0.95)***","1990~1999","-1.46 (-1.96~-0.95)","Incidence","Number"
"Guam",1,"1999.000-2009.000",1999,2009,-1.46,"-1.96","-0.95",1,-5.889,0,"***","1999~2009
-1.46(-1.96~-0.95)***","1999~2009","-1.46 (-1.96~-0.95)","Incidence","Number"
"Guam",1,"2009.000-2019.000",2009,2019,-1.46,"-1.96","-0.95",1,-5.889,0,"***","2009~2019
-1.46(-1.96~-0.95)***","2009~2019","-1.46 (-1.96~-0.95)","Incidence","Number"
"Guam",1,"2019.000-2021.000",2019,2021,-75.06,"-82.00","-65.45",1,-8.738,0,"***","2019~2021
-75.06(-82.00~-65.45)***","2019~2021","-75.06 (-82.00~-65.45)","Incidence","Number"
"Guam",1,"1990.000-2019.000",1990,2019,-1.46,"-1.96","-0.95",1,-5.889,0,"***","1990~2019
-1.46(-1.96~-0.95)***","1990~2019","-1.46 (-1.96~-0.95)","Incidence","Number"
"Guatemala",2,"Full Range",1990,2021,-4.17,"-5.49","-2.83",1,-6.02,0,"***","1990~2021
-4.17(-5.49~-2.83)***","1990~2021","-4.17 (-5.49~-2.83)","Incidence","Number"
"Guatemala",2,"1990.000-1999.000",1990,1999,-2.27,"-2.71","-1.82",1,-10.48,0,"***","1990~1999
-2.27(-2.71~-1.82)***","1990~1999","-2.27 (-2.71~-1.82)","Incidence","Number"
"Guatemala",2,"1999.000-2009.000",1999,2009,-2.27,"-2.71","-1.82",1,-10.48,0,"***","1999~2009
-2.27(-2.71~-1.82)***","1999~2009","-2.27 (-2.71~-1.82)","Incidence","Number"
"Guatemala",2,"2009.000-2019.000",2009,2019,11.52,"9.16","13.93",1,9.995,0,"***","2009~2019
11.52(9.16~13.93)***","2009~2019","11.52 (9.16~13.93)","Incidence","Number"
"Guatemala",2,"2019.000-2021.000",2019,2021,-62.73,"-69.18","-54.94",1,-10.728,0,"***","2019~2021
-62.73(-69.18~-54.94)***","2019~2021","-62.73 (-69.18~-54.94)","Incidence","Number"
"Guatemala",2,"1990.000-2019.000",1990,2019,2.28,"1.46","3.11",1,5.501,0,"***","1990~2019
2.28(1.46~3.11)***","1990~2019","2.28 (1.46~3.11)","Incidence","Number"
"Guinea",2,"Full Range",1990,2021,-1.01,"-1.54","-0.47",1,-3.667,0,"***","1990~2021
-1.01(-1.54~-0.47)***","1990~2021","-1.01 (-1.54~-0.47)","Incidence","Number"
"Guinea",2,"1990.000-1999.000",1990,1999,0.13,"-0.10","0.36",0,1.135,0.268,"","1990~1999
0.13(-0.10~0.36)","1990~1999","0.13 (-0.10~0.36)","Incidence","Number"
"Guinea",2,"1999.000-2009.000",1999,2009,0.13,"-0.10","0.36",0,1.135,0.268,"","1999~2009
0.13(-0.10~0.36)","1999~2009","0.13 (-0.10~0.36)","Incidence","Number"
"Guinea",2,"2009.000-2019.000",2009,2019,5.21,"4.46","5.96",1,14.738,0,"***","2009~2019
5.21(4.46~5.96)***","2009~2019","5.21 (4.46~5.96)","Incidence","Number"
"Guinea",2,"2019.000-2021.000",2019,2021,-34.49,"-39.40","-29.18",1,-11.207,0,"***","2019~2021
-34.49(-39.40~-29.18)***","2019~2021","-34.49 (-39.40~-29.18)","Incidence","Number"
"Guinea",2,"1990.000-2019.000",1990,2019,1.85,"1.57","2.13",1,13.141,0,"***","1990~2019
1.85(1.57~2.13)***","1990~2019","1.85 (1.57~2.13)","Incidence","Number"
"Guinea-Bissau",4,"Full Range",1990,2021,-1.23,"-1.84","-0.61",1,-3.916,0,"***","1990~2021
-1.23(-1.84~-0.61)***","1990~2021","-1.23 (-1.84~-0.61)","Incidence","Number"
"Guinea-Bissau",4,"1990.000-1999.000",1990,1999,2,"0.92","3.08",1,3.663,0,"***","1990~1999
2.00(0.92~3.08)***","1990~1999","2.00 (0.92~3.08)","Incidence","Number"
"Guinea-Bissau",4,"1999.000-2009.000",1999,2009,0.05,"-0.31","0.40",0,0.254,0.799,"","1999~2009
0.05(-0.31~0.40)","1999~2009","0.05 (-0.31~0.40)","Incidence","Number"
"Guinea-Bissau",4,"2009.000-2019.000",2009,2019,2.92,"1.92","3.92",1,5.805,0,"***","2009~2019
2.92(1.92~3.92)***","2009~2019","2.92 (1.92~3.92)","Incidence","Number"
"Guinea-Bissau",4,"2019.000-2021.000",2019,2021,-34.72,"-38.76","-30.41",1,-14.016,0,"***","2019~2021
-34.72(-38.76~-30.41)***","2019~2021","-34.72 (-38.76~-30.41)","Incidence","Number"
"Guinea-Bissau",4,"1990.000-2019.000",1990,2019,1.63,"1.11","2.16",1,6.148,0,"***","1990~2019
1.63(1.11~2.16)***","1990~2019","1.63 (1.11~2.16)","Incidence","Number"
"Guyana",1,"Full Range",1990,2021,-15.34,"-16.92","-13.72",1,-17.274,0,"***","1990~2021
-15.34(-16.92~-13.72)***","1990~2021","-15.34 (-16.92~-13.72)","Incidence","Number"
"Guyana",1,"1990.000-1999.000",1990,1999,-1.78,"-2.24","-1.32",1,-7.872,0,"***","1990~1999
-1.78(-2.24~-1.32)***","1990~1999","-1.78 (-2.24~-1.32)","Incidence","Number"
"Guyana",1,"1999.000-2009.000",1999,2009,-1.78,"-2.24","-1.32",1,-7.872,0,"***","1999~2009
-1.78(-2.24~-1.32)***","1999~2009","-1.78 (-2.24~-1.32)","Incidence","Number"
"Guyana",1,"2009.000-2019.000",2009,2019,-1.78,"-2.24","-1.32",1,-7.872,0,"***","2009~2019
-1.78(-2.24~-1.32)***","2009~2019","-1.78 (-2.24~-1.32)","Incidence","Number"
"Guyana",1,"2019.000-2021.000",2019,2021,-90.17,"-92.71","-86.75",1,-15.925,0,"***","2019~2021
-90.17(-92.71~-86.75)***","2019~2021","-90.17 (-92.71~-86.75)","Incidence","Number"
"Guyana",1,"1990.000-2019.000",1990,2019,-1.78,"-2.24","-1.32",1,-7.872,0,"***","1990~2019
-1.78(-2.24~-1.32)***","1990~2019","-1.78 (-2.24~-1.32)","Incidence","Number"
"Haiti",1,"Full Range",1990,2021,-11.59,"-12.85","-10.31",1,-16.848,0,"***","1990~2021
-11.59(-12.85~-10.31)***","1990~2021","-11.59 (-12.85~-10.31)","Incidence","Number"
"Haiti",1,"1990.000-1999.000",1990,1999,2.05,"1.68","2.41",1,11.689,0,"***","1990~1999
2.05(1.68~2.41)***","1990~1999","2.05 (1.68~2.41)","Incidence","Number"
"Haiti",1,"1999.000-2009.000",1999,2009,2.05,"1.68","2.41",1,11.689,0,"***","1999~2009
2.05(1.68~2.41)***","1999~2009","2.05 (1.68~2.41)","Incidence","Number"
"Haiti",1,"2009.000-2019.000",2009,2019,2.05,"1.68","2.41",1,11.689,0,"***","2009~2019
2.05(1.68~2.41)***","2009~2019","2.05 (1.68~2.41)","Incidence","Number"
"Haiti",1,"2019.000-2021.000",2019,2021,-88.95,"-91.19","-86.14",1,-19.939,0,"***","2019~2021
-88.95(-91.19~-86.14)***","2019~2021","-88.95 (-91.19~-86.14)","Incidence","Number"
"Haiti",1,"1990.000-2019.000",1990,2019,2.05,"1.68","2.41",1,11.689,0,"***","1990~2019
2.05(1.68~2.41)***","1990~2019","2.05 (1.68~2.41)","Incidence","Number"
"Honduras",5,"Full Range",1990,2021,-0.91,"-1.54","-0.28",1,-2.819,0.005,"**","1990~2021
-0.91(-1.54~-0.28)**","1990~2021","-0.91 (-1.54~-0.28)","Incidence","Number"
"Honduras",5,"1990.000-1999.000",1990,1999,-2.35,"-3.22","-1.48",1,-5.22,0,"***","1990~1999
-2.35(-3.22~-1.48)***","1990~1999","-2.35 (-3.22~-1.48)","Incidence","Number"
"Honduras",5,"1999.000-2009.000",1999,2009,-1.36,"-1.94","-0.78",1,-4.533,0,"***","1999~2009
-1.36(-1.94~-0.78)***","1999~2009","-1.36 (-1.94~-0.78)","Incidence","Number"
"Honduras",5,"2009.000-2019.000",2009,2019,11.72,"10.30","13.15",1,17.058,0,"***","2009~2019
11.72(10.30~13.15)***","2009~2019","11.72 (10.30~13.15)","Incidence","Number"
"Honduras",5,"2019.000-2021.000",2019,2021,-40.56,"-43.88","-37.05",1,-19.292,0,"***","2019~2021
-40.56(-43.88~-37.05)***","2019~2021","-40.56 (-43.88~-37.05)","Incidence","Number"
"Honduras",5,"1990.000-2019.000",1990,2019,2.64,"2.06","3.23",1,8.898,0,"***","1990~2019
2.64(2.06~3.23)***","1990~2019","2.64 (2.06~3.23)","Incidence","Number"
"Hungary",1,"Full Range",1990,2021,-13.03,"-14.14","-11.90",1,-21.276,0,"***","1990~2021
-13.03(-14.14~-11.90)***","1990~2021","-13.03 (-14.14~-11.90)","Incidence","Number"
"Hungary",1,"1990.000-1999.000",1990,1999,-2.46,"-2.77","-2.15",1,-16.032,0,"***","1990~1999
-2.46(-2.77~-2.15)***","1990~1999","-2.46 (-2.77~-2.15)","Incidence","Number"
"Hungary",1,"1999.000-2009.000",1999,2009,-2.46,"-2.77","-2.15",1,-16.032,0,"***","1999~2009
-2.46(-2.77~-2.15)***","1999~2009","-2.46 (-2.77~-2.15)","Incidence","Number"
"Hungary",1,"2009.000-2019.000",2009,2019,-2.46,"-2.77","-2.15",1,-16.032,0,"***","2009~2019
-2.46(-2.77~-2.15)***","2009~2019","-2.46 (-2.77~-2.15)","Incidence","Number"
"Hungary",1,"2019.000-2021.000",2019,2021,-83.49,"-86.53","-79.77",1,-18.171,0,"***","2019~2021
-83.49(-86.53~-79.77)***","2019~2021","-83.49 (-86.53~-79.77)","Incidence","Number"
"Hungary",1,"1990.000-2019.000",1990,2019,-2.46,"-2.77","-2.15",1,-16.032,0,"***","1990~2019
-2.46(-2.77~-2.15)***","1990~2019","-2.46 (-2.77~-2.15)","Incidence","Number"
"Iceland",1,"Full Range",1990,2021,4.86,"2.27","7.52",1,3.723,0,"***","1990~2021
4.86(2.27~7.52)***","1990~2021","4.86 (2.27~7.52)","Incidence","Number"
"Iceland",1,"1990.000-1999.000",1990,1999,7.84,"6.93","8.77",1,18.127,0,"***","1990~1999
7.84(6.93~8.77)***","1990~1999","7.84 (6.93~8.77)","Incidence","Number"
"Iceland",1,"1999.000-2009.000",1999,2009,7.84,"6.93","8.77",1,18.127,0,"***","1999~2009
7.84(6.93~8.77)***","1999~2009","7.84 (6.93~8.77)","Incidence","Number"
"Iceland",1,"2009.000-2019.000",2009,2019,4.76,"2.10","7.50",1,3.543,0,"***","2009~2019
4.76(2.10~7.50)***","2009~2019","4.76 (2.10~7.50)","Incidence","Number"
"Iceland",1,"2019.000-2021.000",2019,2021,-19.28,"-37.66","4.52",0,-1.701,0.1,"","2019~2021
-19.28(-37.66~4.52)","2019~2021","-19.28 (-37.66~4.52)","Incidence","Number"
"Iceland",1,"1990.000-2019.000",1990,2019,6.77,"5.54","8.02",1,11.071,0,"***","1990~2019
6.77(5.54~8.02)***","1990~2019","6.77 (5.54~8.02)","Incidence","Number"
"India",3,"Full Range",1990,2021,-3.54,"-5.40","-1.65",1,-3.631,0,"***","1990~2021
-3.54(-5.40~-1.65)***","1990~2021","-3.54 (-5.40~-1.65)","Incidence","Number"
"India",3,"1990.000-1999.000",1990,1999,-1.7,"-4.57","1.26",0,-1.134,0.257,"","1990~1999
-1.70(-4.57~1.26)","1990~1999","-1.70 (-4.57~1.26)","Incidence","Number"
"India",3,"1999.000-2009.000",1999,2009,1.38,"-0.99","3.82",0,1.136,0.256,"","1999~2009
1.38(-0.99~3.82)","1999~2009","1.38 (-0.99~3.82)","Incidence","Number"
"India",3,"2009.000-2019.000",2009,2019,-5.04,"-6.77","-3.27",1,-5.492,0,"***","2009~2019
-5.04(-6.77~-3.27)***","2009~2019","-5.04 (-6.77~-3.27)","Incidence","Number"
"India",3,"2019.000-2021.000",2019,2021,-25.36,"-35.26","-13.94",1,-4.273,0,"***","2019~2021
-25.36(-35.26~-13.94)***","2019~2021","-25.36 (-35.26~-13.94)","Incidence","Number"
"India",3,"1990.000-2019.000",1990,2019,-1.82,"-3.40","-0.22",1,-2.227,0.026,"*","1990~2019
-1.82(-3.40~-0.22)*","1990~2019","-1.82 (-3.40~-0.22)","Incidence","Number"
"Indonesia",1,"Full Range",1990,2021,-7.82,"-8.55","-7.08",1,-20.091,0,"***","1990~2021
-7.82(-8.55~-7.08)***","1990~2021","-7.82 (-8.55~-7.08)","Incidence","Number"
"Indonesia",1,"1990.000-1999.000",1990,1999,1.19,"0.99","1.39",1,12.296,0,"***","1990~1999
1.19(0.99~1.39)***","1990~1999","1.19 (0.99~1.39)","Incidence","Number"
"Indonesia",1,"1999.000-2009.000",1999,2009,1.19,"0.99","1.39",1,12.296,0,"***","1999~2009
1.19(0.99~1.39)***","1999~2009","1.19 (0.99~1.39)","Incidence","Number"
"Indonesia",1,"2009.000-2019.000",2009,2019,1.19,"0.99","1.39",1,12.296,0,"***","2009~2019
1.19(0.99~1.39)***","2009~2019","1.19 (0.99~1.39)","Incidence","Number"
"Indonesia",1,"2019.000-2021.000",2019,2021,-76.15,"-78.96","-72.95",1,-23.403,0,"***","2019~2021
-76.15(-78.96~-72.95)***","2019~2021","-76.15 (-78.96~-72.95)","Incidence","Number"
"Indonesia",1,"1990.000-2019.000",1990,2019,1.19,"0.99","1.39",1,12.296,0,"***","1990~2019
1.19(0.99~1.39)***","1990~2019","1.19 (0.99~1.39)","Incidence","Number"
"Iran (Islamic Republic of)",5,"Full Range",1990,2021,-4.19,"-4.75","-3.62",1,-14.281,0,"***","1990~2021
-4.19(-4.75~-3.62)***","1990~2021","-4.19 (-4.75~-3.62)","Incidence","Number"
"Iran (Islamic Republic of)",5,"1990.000-1999.000",1990,1999,-16.33,"-17.41","-15.24",1,-26.981,0,"***","1990~1999
-16.33(-17.41~-15.24)***","1990~1999","-16.33 (-17.41~-15.24)","Incidence","Number"
"Iran (Islamic Republic of)",5,"1999.000-2009.000",1999,2009,0.74,"0.08","1.40",1,2.206,0.027,"*","1999~2009
0.74(0.08~1.40)*","1999~2009","0.74 (0.08~1.40)","Incidence","Number"
"Iran (Islamic Republic of)",5,"2009.000-2019.000",2009,2019,4.5,"3.56","5.46",1,9.48,0,"***","2009~2019
4.50(3.56~5.46)***","2009~2019","4.50 (3.56~5.46)","Incidence","Number"
"Iran (Islamic Republic of)",5,"2019.000-2021.000",2019,2021,-11.13,"-13.55","-8.63",1,-9.09,0,"***","2019~2021
-11.13(-13.55~-8.63)***","2019~2021","-11.13 (-13.55~-8.63)","Incidence","Number"
"Iran (Islamic Republic of)",5,"1990.000-2019.000",1990,2019,-3.69,"-4.24","-3.13",1,-12.782,0,"***","1990~2019
-3.69(-4.24~-3.13)***","1990~2019","-3.69 (-4.24~-3.13)","Incidence","Number"
"Iraq",3,"Full Range",1990,2021,0.76,"-1.13","2.70",0,0.785,0.432,"","1990~2021
0.76(-1.13~2.70)","1990~2021","0.76 (-1.13~2.70)","Incidence","Number"
"Iraq",3,"1990.000-1999.000",1990,1999,5.87,"5.19","6.56",1,18.426,0,"***","1990~1999
5.87(5.19~6.56)***","1990~1999","5.87 (5.19~6.56)","Incidence","Number"
"Iraq",3,"1999.000-2009.000",1999,2009,4.92,"3.78","6.07",1,8.628,0,"***","1999~2009
4.92(3.78~6.07)***","1999~2009","4.92 (3.78~6.07)","Incidence","Number"
"Iraq",3,"2009.000-2019.000",2009,2019,5.31,"1.58","9.18",1,2.811,0.005,"**","2009~2019
5.31(1.58~9.18)**","2009~2019","5.31 (1.58~9.18)","Incidence","Number"
"Iraq",3,"2019.000-2021.000",2019,2021,-47.15,"-56.75","-35.42",1,-6.615,0,"***","2019~2021
-47.15(-56.75~-35.42)***","2019~2021","-47.15 (-56.75~-35.42)","Incidence","Number"
"Iraq",3,"1990.000-2019.000",1990,2019,5.35,"3.72","7.01",1,6.548,0,"***","1990~2019
5.35(3.72~7.01)***","1990~2019","5.35 (3.72~7.01)","Incidence","Number"
"Ireland",1,"Full Range",1990,2021,-10.13,"-11.12","-9.13",1,-18.891,0,"***","1990~2021
-10.13(-11.12~-9.13)***","1990~2021","-10.13 (-11.12~-9.13)","Incidence","Number"
"Ireland",1,"1990.000-1999.000",1990,1999,-4.14,"-4.41","-3.88",1,-31.532,0,"***","1990~1999
-4.14(-4.41~-3.88)***","1990~1999","-4.14 (-4.41~-3.88)","Incidence","Number"
"Ireland",1,"1999.000-2009.000",1999,2009,-4.14,"-4.41","-3.88",1,-31.532,0,"***","1999~2009
-4.14(-4.41~-3.88)***","1999~2009","-4.14 (-4.41~-3.88)","Incidence","Number"
"Ireland",1,"2009.000-2019.000",2009,2019,-4.14,"-4.41","-3.88",1,-31.532,0,"***","2009~2019
-4.14(-4.41~-3.88)***","2009~2019","-4.14 (-4.41~-3.88)","Incidence","Number"
"Ireland",1,"2019.000-2021.000",2019,2021,-64.75,"-70.42","-57.99",1,-12.199,0,"***","2019~2021
-64.75(-70.42~-57.99)***","2019~2021","-64.75 (-70.42~-57.99)","Incidence","Number"
"Ireland",1,"1990.000-2019.000",1990,2019,-4.14,"-4.41","-3.88",1,-31.532,0,"***","1990~2019
-4.14(-4.41~-3.88)***","1990~2019","-4.14 (-4.41~-3.88)","Incidence","Number"
"Israel",1,"Full Range",1990,2021,-7.97,"-9.68","-6.23",1,-8.694,0,"***","1990~2021
-7.97(-9.68~-6.23)***","1990~2021","-7.97 (-9.68~-6.23)","Incidence","Number"
"Israel",1,"1990.000-1999.000",1990,1999,1.75,"1.27","2.22",1,7.628,0,"***","1990~1999
1.75(1.27~2.22)***","1990~1999","1.75 (1.27~2.22)","Incidence","Number"
"Israel",1,"1999.000-2009.000",1999,2009,1.75,"1.27","2.22",1,7.628,0,"***","1999~2009
1.75(1.27~2.22)***","1999~2009","1.75 (1.27~2.22)","Incidence","Number"
"Israel",1,"2009.000-2019.000",2009,2019,1.75,"1.27","2.22",1,7.628,0,"***","2009~2019
1.75(1.27~2.22)***","2009~2019","1.75 (1.27~2.22)","Incidence","Number"
"Israel",1,"2019.000-2021.000",2019,2021,-78.53,"-84.04","-71.13",1,-10.652,0,"***","2019~2021
-78.53(-84.04~-71.13)***","2019~2021","-78.53 (-84.04~-71.13)","Incidence","Number"
"Israel",1,"1990.000-2019.000",1990,2019,1.75,"1.27","2.22",1,7.628,0,"***","1990~2019
1.75(1.27~2.22)***","1990~2019","1.75 (1.27~2.22)","Incidence","Number"
"Italy",3,"Full Range",1990,2021,-16.6,"-17.48","-15.70",1,-33.267,0,"***","1990~2021
-16.60(-17.48~-15.70)***","1990~2021","-16.60 (-17.48~-15.70)","Incidence","Number"
"Italy",3,"1990.000-1999.000",1990,1999,-7.19,"-7.69","-6.68",1,-28.281,0,"***","1990~1999
-7.19(-7.69~-6.68)***","1990~1999","-7.19 (-7.69~-6.68)","Incidence","Number"
"Italy",3,"1999.000-2009.000",1999,2009,-15.76,"-16.71","-14.80",1,-29.569,0,"***","1999~2009
-15.76(-16.71~-14.80)***","1999~2009","-15.76 (-16.71~-14.80)","Incidence","Number"
"Italy",3,"2009.000-2019.000",2009,2019,-1.03,"-2.42","0.38",0,-1.435,0.151,"","2009~2019
-1.03(-2.42~0.38)","2009~2019","-1.03 (-2.42~0.38)","Incidence","Number"
"Italy",3,"2019.000-2021.000",2019,2021,-79.15,"-81.69","-76.26",1,-25.124,0,"***","2019~2021
-79.15(-81.69~-76.26)***","2019~2021","-79.15 (-81.69~-76.26)","Incidence","Number"
"Italy",3,"1990.000-2019.000",1990,2019,-8.23,"-8.93","-7.52",1,-21.822,0,"***","1990~2019
-8.23(-8.93~-7.52)***","1990~2019","-8.23 (-8.93~-7.52)","Incidence","Number"
"Jamaica",1,"Full Range",1990,2021,-14.13,"-16.73","-11.44",1,-9.7,0,"***","1990~2021
-14.13(-16.73~-11.44)***","1990~2021","-14.13 (-16.73~-11.44)","Incidence","Number"
"Jamaica",1,"1990.000-1999.000",1990,1999,0.77,"0.00","1.54",1,2.06,0.049,"*","1990~1999
0.77(0.00~1.54)*","1990~1999","0.77 (0.00~1.54)","Incidence","Number"
"Jamaica",1,"1999.000-2009.000",1999,2009,0.77,"0.00","1.54",1,2.06,0.049,"*","1999~2009
0.77(0.00~1.54)*","1999~2009","0.77 (0.00~1.54)","Incidence","Number"
"Jamaica",1,"2009.000-2019.000",2009,2019,0.77,"0.00","1.54",1,2.06,0.049,"*","2009~2019
0.77(0.00~1.54)*","2009~2019","0.77 (0.00~1.54)","Incidence","Number"
"Jamaica",1,"2019.000-2021.000",2019,2021,-91.56,"-94.81","-86.26",1,-10.417,0,"***","2019~2021
-91.56(-94.81~-86.26)***","2019~2021","-91.56 (-94.81~-86.26)","Incidence","Number"
"Jamaica",1,"1990.000-2019.000",1990,2019,0.77,"0.00","1.54",1,2.06,0.049,"*","1990~2019
0.77(0.00~1.54)*","1990~2019","0.77 (0.00~1.54)","Incidence","Number"
"Japan",1,"Full Range",1990,2021,-21.56,"-25.23","-17.71",1,-9.941,0,"***","1990~2021
-21.56(-25.23~-17.71)***","1990~2021","-21.56 (-25.23~-17.71)","Incidence","Number"
"Japan",1,"1990.000-1999.000",1990,1999,-7.53,"-8.62","-6.43",1,-13.515,0,"***","1990~1999
-7.53(-8.62~-6.43)***","1990~1999","-7.53 (-8.62~-6.43)","Incidence","Number"
"Japan",1,"1999.000-2009.000",1999,2009,-7.53,"-8.62","-6.43",1,-13.515,0,"***","1999~2009
-7.53(-8.62~-6.43)***","1999~2009","-7.53 (-8.62~-6.43)","Incidence","Number"
"Japan",1,"2009.000-2019.000",2009,2019,-7.53,"-8.62","-6.43",1,-13.515,0,"***","2009~2019
-7.53(-8.62~-6.43)***","2009~2019","-7.53 (-8.62~-6.43)","Incidence","Number"
"Japan",1,"2019.000-2021.000",2019,2021,-92.78,"-96.61","-84.60",1,-7.119,0,"***","2019~2021
-92.78(-96.61~-84.60)***","2019~2021","-92.78 (-96.61~-84.60)","Incidence","Number"
"Japan",1,"1990.000-2019.000",1990,2019,-7.53,"-8.62","-6.43",1,-13.515,0,"***","1990~2019
-7.53(-8.62~-6.43)***","1990~2019","-7.53 (-8.62~-6.43)","Incidence","Number"
"Jordan",3,"Full Range",1990,2021,1.88,"0.31","3.49",1,2.343,0.019,"*","1990~2021
1.88(0.31~3.49)*","1990~2021","1.88 (0.31~3.49)","Incidence","Number"
